ncbiTaxID	Genome	Quality	best-match-status	taxonomy-check-status
1121922	GCF_000428905.1	Scaffold	species-match	OK
1129793	GCF_000315055.1	Contig	below-threshold-mismatch	OK
306545	GCF_003762925.1	Contig	below-threshold-mismatch	OK
1122194	GCF_000423345.1	Scaffold	below-threshold-mismatch	OK
48076	GCF_017310015.1	Complete Genome	species-match	OK
1122201	GCF_000428985.1	Scaffold	below-threshold-mismatch	OK
1122202	GCF_000378045.1	Scaffold	below-threshold-mismatch	OK
568106	GCF_900108065.1	Scaffold	below-threshold-mismatch	OK
252514	GCF_001617625.1	Complete Genome	species-match	OK
393907				
986746	GCF_014904815.1	Contig	below-threshold-mismatch	OK
203122	GCF_000013665.1	Complete Genome	low-coverage	OK
1123236	GCF_000378185.1	Scaffold	below-threshold-mismatch	OK
2743	GCF_000284615.1	Complete Genome	species-match	OK
209639	GCF_000397065.2	Scaffold	below-threshold-mismatch	OK
262076	GCF_003363485.1	Contig	species-match	OK
236100	GCF_000170835.1	Contig	below-threshold-mismatch	OK
262077	GCF_017255165.1	Contig	species-match	OK
277961	GCF_007671675.1	Contig	below-threshold-mismatch	OK
375760	GCF_900115175.1	Scaffold	below-threshold-mismatch	OK
453838	GCF_023156235.1	Contig	below-threshold-mismatch	OK
523742	GCF_000347775.1	Contig	below-threshold-mismatch	OK
643747	GCF_014201735.1	Scaffold	below-threshold-mismatch	OK
1033846	GCF_018972165.1	Complete Genome	species-match	OK
287487	GCF_000423125.1	Scaffold	below-threshold-mismatch	OK
475795	GCF_000764025.1	Scaffold	low-coverage	OK
561965	GCF_000429485.1	Scaffold	below-threshold-mismatch	OK
561966	GCF_000429505.1	Scaffold	below-threshold-mismatch	OK
167964	GCF_000199675.1	Complete Genome	low-coverage	OK
229919	GCF_001050195.2	Scaffold	low-coverage	OK
229920	GCF_001050275.1	Contig	species-match	OK
229921	GCF_001306035.1	Contig	species-match	OK
360411	GCF_001050215.2	Scaffold	species-match	OK
1134406	GCF_001306115.1	Contig	low-coverage	OK
246264	GCF_003664005.1	Contig	low-coverage	OK
345592				
940	GCF_000164905.1	Complete Genome	species-match	OK
309805	GCF_000021565.1	Complete Genome	low-coverage	OK
309806	GCF_000021545.1	Complete Genome	below-threshold-mismatch	OK
380763				
460873				
381751	GCF_900142435.1	Chromosome	low-coverage	OK
217511	GCF_000153705.1	Scaffold	species-match	OK
1122214	GCF_002043005.1	Complete Genome	species-match	OK
1121026	GCF_900141975.1	Scaffold	species-match	OK
1121028	GCF_001463945.1	Contig	species-match	OK
424757	GCF_001463905.1	Contig	below-threshold-mismatch	OK
200990				
392823				
546021				
225988				
265948	GCF_014201465.1	Scaffold	below-threshold-mismatch	OK
230470	GCF_014646615.1	Contig	species-match	OK
409997				
651866				
576944	GCF_014201585.1	Scaffold	mismatch	OK
101059				
692420	GCA_000196735.1	Complete Genome	below-threshold-mismatch	OK
1484	GCF_001653195.1	Contig	species-match	OK
1977292	GCF_002220865.2	Contig	low-coverage	OK
1452	GCF_000742675.1	Chromosome	species-match	OK
1220587	GCA_001591925.1	Contig	species-match	OK
1051501	GCA_000245335.1	Scaffold	species-match	OK
1051501	GCA_000507105.1	Contig	species-match	OK
72360	GCF_012648005.1	Complete Genome	species-match	OK
38875	GCF_023714665.1	Contig	species-match	OK
76935	GCF_002019735.1	Scaffold	low-coverage	OK
46224	GCF_003055045.1	Scaffold	species-match	OK
564287				
527000	GCF_000161455.1	Chromosome	below-threshold-mismatch	OK
1423	GCF_000009045.1	Complete Genome	derived-species-match	OK
1121089	GCA_900115845.1	Scaffold	below-threshold-mismatch	OK
209389	GCF_001636425.1	Scaffold	low-coverage	OK
163879	GCF_024609785.1	Scaffold	low-coverage	OK
115979	GCF_002835805.1	Contig	low-coverage	OK
1314752	GCA_001591445.1	Contig	species-match	OK
1117379	GCF_000307875.1	Contig	below-threshold-mismatch	OK
1131730	GCA_000508325.2	Contig	species-match	OK
1349756	GCA_001591805.1	Contig	species-match	OK
1348630	GCA_001591665.1	Contig	species-match	OK
1121091	GCF_000430745.1	Scaffold	low-coverage	OK
1236954	GCF_000615945.1	Contig	low-coverage	OK
246786	GCF_000709935.2	Contig	species-match	OK
189381	GCF_001274775.1	Scaffold	low-coverage	OK
189382	GCF_001648555.1	Contig	below-threshold-mismatch	OK
152268	GCF_007994985.1	Contig	below-threshold-mismatch	OK
157733	GCF_001039475.1	Scaffold	low-coverage	OK
283816				
1458122	GCA_000708755.2	Contig	species-match	OK
200989	GCF_003044065.1	Scaffold	low-coverage	OK
255247	GCF_001999465.1	Contig	below-threshold-mismatch	OK
1236970	GCF_000513095.1	Contig	species-match	OK
1236971	GCF_000513115.1	Contig	species-match	OK
649639	GCF_000177235.2	Complete Genome	low-coverage	OK
284581	GCF_001274935.1	Contig	low-coverage	OK
245160	GCF_000269865.1	Contig	low-coverage	OK
129985	GCF_002874535.1	Chromosome	below-threshold-mismatch	OK
1314754	GCF_001591485.1	Contig	low-coverage	OK
284580				
1121086	GCF_000429705.1	Scaffold	below-threshold-mismatch	OK
388741	GCF_000813125.1	Contig	below-threshold-mismatch	OK
178774	GCF_002156865.1	Contig	below-threshold-mismatch	OK
157838	GCF_001420715.1	Scaffold	species-match	OK
218284	GCF_000723905.1	Contig	species-match	OK
1236973	GCF_000513135.1	Contig	species-match	OK
333138	GCF_000787375.1	Contig	below-threshold-mismatch	OK
279826	GCF_004340465.1	Scaffold	species-match	OK
421767	GCF_003410415.1	Complete Genome	species-match	OK
380630				
266892	GCF_900114715.1	Scaffold	below-threshold-mismatch	OK
1121087	GCF_000429725.1	Scaffold	low-coverage	OK
1121092	GCF_000430765.1	Scaffold	low-coverage	OK
408580	GCF_001516895.1	Contig	species-match	OK
459347	GCF_001439635.1	Scaffold	low-coverage	OK
304268	GCF_002019645.1	Scaffold	below-threshold-mismatch	OK
1121085	GCF_000429685.1	Scaffold	low-coverage	OK
459525	GCF_900103485.1	Scaffold	below-threshold-mismatch	OK
885475	GCF_002886185.1	Scaffold	species-match	OK
1223507	GCF_001592025.1	Contig	species-match	OK
531816				
549687	GCF_017167025.1	Scaffold	species-match	OK
520043				
587633				
521377	GCF_000474275.2	Contig	low-coverage	OK
554308				
1177185	GCF_000262045.1	Contig	species-match	OK
930128	GCF_900113025.1	Scaffold	low-coverage	OK
580165	GCF_002250945.2	Complete Genome	species-match	OK
227865	GCF_007991195.1	Contig	species-match	OK
156205	GCF_003386945.1	Contig	mismatch	OK
45668	GCF_009856445.1	Contig	below-threshold-mismatch	OK
195088	GCF_900108515.1	Scaffold	below-threshold-mismatch	OK
240303	GCF_900104185.1	Scaffold	mismatch	OK
240302	GCF_900114165.1	Scaffold	below-threshold-mismatch	OK
1121938	GCF_000425705.1	Scaffold	below-threshold-mismatch	OK
291742				
192814	GCF_004684905.1	Scaffold	below-threshold-mismatch	OK
447421				
396056	GCF_900113125.1	Scaffold	below-threshold-mismatch	OK
578693				
306540	GCF_900115605.1	Scaffold	species-match	OK
306541	GCF_007990305.1	Contig	species-match	OK
284578				
284575				
295065				
340214	GCF_014646635.1	Scaffold	below-threshold-mismatch	OK
237679	GCF_900112045.1	Scaffold	low-coverage	OK
446820				
297171				
558169	GCF_000224785.1	Contig	below-threshold-mismatch	OK
640948	GCF_900112705.1	Scaffold	below-threshold-mismatch	OK
1122203	GCF_000420725.1	Contig	below-threshold-mismatch	OK
1122204	GCF_900106595.1	Scaffold	below-threshold-mismatch	OK
381706				
372463	GCF_003515705.1	Contig	species-match	OK
481353				
531815	GCF_014645515.1	Contig	below-threshold-mismatch	OK
694055	GCF_001038425.2	Contig	low-coverage	OK
470815	GCF_003426025.1	Contig	species-match	OK
265426	GCF_000770675.1	Contig	below-threshold-mismatch	OK
1385511	GCF_000775605.1	Contig	species-match	OK
516704	GCF_000775595.1	Contig	species-match	OK
516703	GCF_000775615.1	Contig	low-coverage	OK
279813	GCF_014635125.1	Scaffold	species-match	OK
571932	GCF_900107755.1	Scaffold	below-threshold-mismatch	OK
748008	GCF_016908295.1	Contig	low-coverage	OK
337097	GCF_001730235.1	Contig	low-coverage	OK
173041				
1220586	GCF_001552275.1	Contig	low-coverage	OK
1216008	GCF_000306965.1	Scaffold	below-threshold-mismatch	OK
767787	GCF_016908375.1	Contig	below-threshold-mismatch	OK
493781	GCF_003350505.1	Scaffold	low-coverage	OK
1422	GCF_000705495.1	Contig	species-match	OK
33938	GCF_002243665.1	Complete Genome	species-match	OK
1426	GCF_001700985.1	Complete Genome	species-match	OK
1220595	GCA_000739955.1	Contig	species-match	OK
1220595	GCA_005160065.1	Complete Genome	species-match	OK
186116	GCF_900111865.1	Scaffold	below-threshold-mismatch	OK
81408	GCF_019272935.1	Complete Genome	species-match	OK
153151	GCF_016939435.1	Complete Genome	species-match	OK
235932	GCF_001544315.1	Contig	below-threshold-mismatch	OK
74386	GCF_014206945.1	Scaffold	low-coverage	OK
1298598	GCF_000521485.1	Contig	below-threshold-mismatch	OK
470864	GCF_000359605.1	Contig	low-coverage	OK
1121929	GCF_000377765.1	Scaffold	mismatch	OK
543890	GCF_010994085.1	Contig	below-threshold-mismatch	OK
563735	GCF_010994055.1	Contig	species-match	OK
1027249	GCF_900143085.1	Scaffold	below-threshold-mismatch	OK
438595				
1473	GCF_018075365.1	Complete Genome	species-match	OK
79660				
163877	GCF_002224365.1	Complete Genome	below-threshold-mismatch	OK
171692				
340172				
469869				
202261				
202260				
621109	GCF_900110695.1	Contig	below-threshold-mismatch	OK
698769	GCF_000709085.1	Contig	species-match	OK
353224				
135826	GCF_000829445.1	Contig	below-threshold-mismatch	OK
220754	GCF_000829515.1	Contig	below-threshold-mismatch	OK
546023	GCF_004405125.1	Scaffold	below-threshold-mismatch	OK
889306	GCF_000829435.1	Contig	low-coverage	OK
1121936	GCF_000423105.1	Scaffold	low-coverage	OK
386490	GCF_000725365.1	Complete Genome	species-match	OK
361279	GCF_900101385.1	Scaffold	below-threshold-mismatch	OK
1220589	GCF_001591965.1	Contig	species-match	OK
1294264	GCF_002200915.1	Contig	species-match	OK
1293591	GCA_001311625.1	Contig	species-match	OK
582475	GCF_001183605.1	Scaffold	below-threshold-mismatch	OK
33935	GCF_001281525.1	Scaffold	below-threshold-mismatch	OK
1294022	GCA_001311865.1	Contig	below-threshold-mismatch	OK
394506	GCF_902809875.1	Contig	species-match	OK
1123239	GCF_000377705.1	Scaffold	low-coverage	OK
570947	GCF_900156645.1	Scaffold	below-threshold-mismatch	OK
378543	GCF_003148565.1	Scaffold	below-threshold-mismatch	OK
482461	GCF_900103695.1	Scaffold	below-threshold-mismatch	OK
407036	GCF_900101125.1	Scaffold	below-threshold-mismatch	OK
472963	GCF_001866055.1	Contig	below-threshold-mismatch	OK
1294024	GCA_001311905.1	Contig	species-match	OK
448141				
621096	GCF_003201605.1	Scaffold	low-coverage	OK
517425	GCF_003814815.1	Scaffold	species-match	OK
568899	GCF_900099605.1	Contig	low-coverage	OK
930129	GCF_002886255.1	Scaffold	species-match	OK
960	GCF_006874605.1	Complete Genome	species-match	OK
310297	GCF_902374375.1	Scaffold	species-match	OK
470145	GCF_000154845.1	Scaffold	below-threshold-mismatch	OK
471870	GCA_000172175.1	Contig	below-threshold-mismatch	OK
483215	GCA_000156195.1	Scaffold	mismatch	OK
204516	GCF_000373085.1	Scaffold	species-match	OK
483217	GCA_000156075.1	Scaffold	species-match	OK
679937	GCF_000212915.1	Chromosome	low-coverage	OK
392838	GCF_000375405.1	Contig	species-match	OK
537012	GCA_000158035.1	Scaffold	species-match	OK
537012	GCA_028539415.1	Contig	species-match	OK
1121097	GCF_000428125.1	Scaffold	species-match	OK
1236498	GCF_000613805.1	Contig	low-coverage	OK
371601	GCF_018289135.1	Complete Genome	species-match	OK
762984	GCA_000195615.1	Scaffold	species-match	OK
762984	GCA_900129655.1	Contig	species-match	OK
763034	GCF_000195635.1	Scaffold	below-threshold-mismatch	OK
742727	GCA_000315485.1	Scaffold	below-threshold-mismatch	OK
1077285	GCA_000226135.2	Contig	species-match	OK
1077285	GCA_900106755.1	Scaffold	species-match	OK
481137				
363953	GCF_001418005.1	Scaffold	species-match	OK
133552	GCF_000427445.1	Scaffold	below-threshold-mismatch	OK
663610	GCF_000746085.1	Scaffold	below-threshold-mismatch	OK
199596	GCF_000021745.1	Complete Genome	low-coverage	OK
1403274				
569860	GCF_004135935.1	Complete Genome	species-match	OK
659006	GCF_004342915.1	Contig	below-threshold-mismatch	OK
1017184				
519061				
471853	GCF_000023105.1	Complete Genome	low-coverage	OK
78346	GCF_019042115.1	Contig	species-match	OK
78345	GCF_900129045.1	Contig	species-match	OK
1435464	GCF_002813205.1	Contig	species-match	OK
1341695	GCF_000771085.1	Contig	species-match	OK
356829	GCF_000771065.1	Contig	species-match	OK
1437603	GCA_000741285.1	Contig	species-match	OK
1437603	GCA_000771525.1	Contig	species-match	OK
1437612	GCA_000741415.1	Contig	species-match	OK
1437612	GCA_000771705.1	Contig	species-match	OK
218139	GCF_013408435.1	Contig	species-match	OK
1120979	GCA_000420505.1	Contig	low-coverage	OK
56055	GCF_003752405.1	Contig	low-coverage	OK
154117	GCF_003814705.1	Contig	below-threshold-mismatch	OK
348442	GCF_009193175.1	Contig	below-threshold-mismatch	OK
527326	GCF_009193185.1	Contig	species-match	OK
620889				
44255	GCF_000344805.1	Complete Genome	below-threshold-mismatch	OK
53254	GCF_900168195.1	Contig	below-threshold-mismatch	OK
333368	GCF_002937075.1	Scaffold	species-match	OK
255045	GCF_019402665.1	Scaffold	below-threshold-mismatch	OK
244734	GCF_008932115.1	Complete Genome	species-match	OK
280333	GCF_009759865.1	Contig	species-match	OK
280332	GCF_001440395.1	Scaffold	below-threshold-mismatch	OK
200616	GCA_028550555.1	Contig	below-threshold-mismatch	OK
1123229	GCF_000429045.1	Scaffold	below-threshold-mismatch	OK
690164	GCF_014645695.1	Contig	below-threshold-mismatch	OK
1255625	GCA_900169275.1	Contig	species-match	OK
1349751	GCF_001570805.1	Contig	below-threshold-mismatch	OK
1255616	GCA_900169265.1	Contig	below-threshold-mismatch	OK
479117	GCF_001584615.1	Contig	species-match	OK
260554	GCF_004006435.1	Complete Genome	species-match	OK
260553				
366888				
358099	GCF_017948325.1	Complete Genome	species-match	OK
418643	GCF_011927955.1	Contig	below-threshold-mismatch	OK
1121122	GCF_000426445.1	Scaffold	below-threshold-mismatch	OK
629680	GCF_900105045.1	Chromosome	below-threshold-mismatch	OK
1403566				
529	GCF_015326295.1	Complete Genome	species-match	OK
94627	GCF_002252505.1	Contig	species-match	OK
94626	GCF_008932285.1	Contig	species-match	OK
335286	GCF_002943495.1	Contig	species-match	OK
439612				
92647	GCF_014171495.1	Complete Genome	species-match	OK
261302	GCF_000020125.1	Complete Genome	below-threshold-mismatch	OK
1218084	GCA_000739835.1	Contig	species-match	OK
380675	GCF_902859815.1	Contig	species-match	OK
1038869	GCF_000472825.1	Scaffold	species-match	OK
882378	GCF_000198775.1	Complete Genome	below-threshold-mismatch	OK
417203	GCF_002927045.1	Contig	below-threshold-mismatch	OK
1121127	GCF_000519185.1	Scaffold	below-threshold-mismatch	OK
420953	GCF_900113825.1	Contig	species-match	OK
420952	GCF_003269035.1	Scaffold	below-threshold-mismatch	OK
273251	GCF_914484815.1	Scaffold	species-match	OK
1218083	GCF_000685075.1	Contig	below-threshold-mismatch	OK
445709	GCF_001017775.3	Complete Genome	species-match	OK
1056495	GCF_000317795.1	Complete Genome	na	OK
1032238	GCF_003346775.1	Complete Genome	species-match	OK
505249	GCF_003544855.1	Complete Genome	below-threshold-mismatch	OK
708186	GCF_003355515.1	Complete Genome	species-match	OK
76517	GCF_000017585.1	Complete Genome	species-match	OK
449520	GCF_013177655.1	Complete Genome	low-coverage	OK
1121267	GCF_002104335.1	Complete Genome	species-match	OK
44674	GCF_000265295.1	Complete Genome	below-threshold-mismatch	OK
279832	GCF_900460265.1	Contig	species-match	OK
426704	GCF_007988865.1	Contig	below-threshold-mismatch	OK
426701	GCF_900101165.1	Scaffold	below-threshold-mismatch	OK
426703	GCF_007988845.1	Contig	species-match	OK
426702	GCF_007991315.1	Contig	species-match	OK
1121024	GCF_000429585.1	Scaffold	low-coverage	OK
545534	GCF_000745125.1	Contig	species-match	OK
258723	GCF_900114235.1	Scaffold	below-threshold-mismatch	OK
640938	GCF_900109135.1	Scaffold	species-match	OK
515351	GCF_000425865.1	Scaffold	low-coverage	OK
172043	GCF_019395145.1	Complete Genome	species-match	OK
322163				
1121123	GCF_000428765.1	Scaffold	below-threshold-mismatch	OK
424796	GCF_014196335.1	Contig	below-threshold-mismatch	OK
1121125	GCF_000421705.1	Contig	below-threshold-mismatch	OK
472166	GCF_014202075.1	Contig	below-threshold-mismatch	OK
69670	GCF_003730275.1	Contig	species-match	OK
74326				
273793				
266125				
1122958				
760012				
1709	GCF_004306155.1	Scaffold	below-threshold-mismatch	OK
1408250	GCA_000767135.1	Contig	species-match	OK
1708	GCF_000212695.1	Complete Genome	species-match	OK
446466	GCF_000092865.1	Complete Genome	below-threshold-mismatch	OK
1712	GCF_014647015.1	Scaffold	species-match	OK
1714	GCF_006538705.1	Contig	below-threshold-mismatch	OK
1305868	GCA_001315265.1	Contig	species-match	OK
1305856	GCA_001314025.1	Contig	species-match	OK
1305857	GCA_001314045.1	Contig	species-match	OK
1305865	GCA_001314205.1	Contig	below-threshold-mismatch	OK
1386092	GCF_014636275.1	Scaffold	species-match	OK
931536	GCF_016862735.1	Contig	species-match	OK
931535	GCF_007992535.1	Contig	species-match	OK
1322249				
162169	GCF_016907235.1	Contig	below-threshold-mismatch	OK
862422	GCA_000767215.1	Contig	species-match	OK
1122933	GCA_000701465.1	Scaffold	species-match	OK
545619	GCF_900105445.1	Chromosome	species-match	OK
383372	GCF_000017805.1	Complete Genome	low-coverage	OK
430676				
402883				
391920	GCF_016653315.1	Scaffold	below-threshold-mismatch	OK
224438				
1123055	GCF_000711985.1	Scaffold	low-coverage	OK
358592				
412437	GCF_004369005.1	Scaffold	species-match	OK
400153	GCF_014645135.1	Scaffold	species-match	OK
424902	GCF_008632335.1	Contig	low-coverage	OK
329406	GCF_010915725.1	Contig	below-threshold-mismatch	OK
390878				
390879				
244573	GCF_000223985.1	Contig	below-threshold-mismatch	OK
453581				
936456	GCF_000177635.2	Complete Genome	low-coverage	OK
285106				
857293	GCF_000297115.1	Contig	below-threshold-mismatch	OK
908809	GCF_001440545.1	Contig	below-threshold-mismatch	OK
568790				
1556	GCF_000299355.1	Complete Genome	low-coverage	OK
29355	GCF_000621505.1	Scaffold	derived-species-match	OK
1493	GCF_000145275.1	Complete Genome	low-coverage	OK
1498	GCF_901482605.1	Complete Genome	below-threshold-mismatch	OK
1536				
1121331	GCF_900142225.1	Scaffold	low-coverage	OK
1503	GCF_001190785.1	Contig	low-coverage	OK
1521	GCF_000022065.1	Complete Genome	below-threshold-mismatch	OK
217159	GCF_001038625.1	Complete Genome	species-match	OK
253314	GCF_026155355.1	Scaffold	species-match	OK
1121322	GCF_900142215.1	Scaffold	below-threshold-mismatch	OK
1410653	GCF_000619945.1	Scaffold	below-threshold-mismatch	OK
351628				
339861	GCF_016316925.1	Scaffold	below-threshold-mismatch	OK
332101	GCF_003096175.1	Complete Genome	species-match	OK
66219	GCF_000018685.1	Complete Genome	low-coverage	OK
312089	GCF_026735165.1	Scaffold	below-threshold-mismatch	OK
1121338	GCF_001594005.1	Contig	low-coverage	OK
338193	GCF_026735135.1	Scaffold	below-threshold-mismatch	OK
382954				
1121337	GCF_003208175.1	Scaffold	low-coverage	OK
1121299				
360422	GCF_026650945.1	Complete Genome	species-match	OK
720554	GCF_000237085.1	Complete Genome	low-coverage	OK
1121300				
1121302	GCF_900141845.1	Scaffold	low-coverage	OK
1121319	GCF_000686705.1	Scaffold	low-coverage	OK
1121919	GCF_900142145.1	Scaffold	below-threshold-mismatch	OK
1120996	GCF_900142955.1	Scaffold	low-coverage	OK
1121289	GCF_000620125.1	Scaffold	low-coverage	OK
1122184	GCF_900142105.1	Scaffold	low-coverage	OK
1121128	GCA_900167005.1	Scaffold	low-coverage	OK
1410668	GCF_000701905.1	Scaffold	low-coverage	OK
516123	GCF_016765695.1	Contig	low-coverage	OK
329993	GCF_002104435.1	Scaffold	species-match	OK
641665	GCF_002104455.1	Contig	species-match	OK
221989				
349064	GCF_900111755.1	Scaffold	low-coverage	OK
592050	GCF_900107605.1	Contig	below-threshold-mismatch	OK
758826	GCF_000204195.1	Contig	below-threshold-mismatch	OK
1121116	GCF_000374625.1	Scaffold	below-threshold-mismatch	OK
225992	GCF_002056725.1	Complete Genome	species-match	OK
663949				
558537	GCF_016027815.1	Complete Genome	species-match	OK
1121478				
314202				
314200				
370976				
1122623	GCF_000422885.1	Scaffold	low-coverage	OK
216465	GCF_000015505.1	Complete Genome	below-threshold-mismatch	OK
335476				
457502	GCF_001598235.1	Contig	below-threshold-mismatch	OK
76731	GCF_001483865.1	Complete Genome	species-match	OK
370980				
344883				
376815	GCF_001591385.1	Contig	below-threshold-mismatch	OK
1321609	GCA_001591345.1	Contig	below-threshold-mismatch	OK
452922				
1121255	GCF_009646335.1	Contig	below-threshold-mismatch	OK
255042				
545864	GCF_003337555.1	Scaffold	below-threshold-mismatch	OK
742742	GCF_000225705.1	Scaffold	below-threshold-mismatch	OK
255723	GCF_003725295.1	Contig	below-threshold-mismatch	OK
742818	GCF_000296445.1	Scaffold	below-threshold-mismatch	OK
471189	GCF_003340385.1	Scaffold	species-match	OK
1121866	GCF_000422625.1	Scaffold	species-match	OK
671266	GCF_000403355.2	Scaffold	species-match	OK
1705	GCF_001941345.1	Complete Genome	below-threshold-mismatch	OK
649754	GCA_000164115.1	Scaffold	species-match	OK
649754	GCA_001941425.1	Complete Genome	species-match	OK
927655	GCA_000183325.2	Contig	species-match	OK
927655	GCA_014191555.1	Contig	species-match	OK
1121353	GCF_000344785.1	Complete Genome	species-match	OK
1121357	GCA_900111265.1	Scaffold	species-match	OK
28028	GCF_001941465.1	Complete Genome	species-match	OK
196627	GCA_000011325.1	Complete Genome	species-match	OK
196627	GCA_000196335.1	Complete Genome	species-match	OK
35755	GCF_000980835.1	Complete Genome	species-match	OK
553207	GCF_000175375.1	Contig	species-match	OK
1223512	GCA_001552395.1	Contig	species-match	OK
38302	GCF_900103625.1	Chromosome	below-threshold-mismatch	OK
1121366	GCA_000373805.1	Scaffold	species-match	OK
1719	GCF_001865765.1	Complete Genome	species-match	OK
1724	GCF_900478035.1	Complete Genome	species-match	OK
525268	GCA_000159135.1	Scaffold	species-match	OK
1727	GCF_006539825.1	Contig	below-threshold-mismatch	OK
1224164	GCF_000550805.1	Complete Genome	below-threshold-mismatch	OK
1223513	GCA_001552415.1	Contig	below-threshold-mismatch	OK
43765	GCF_016728725.1	Complete Genome	species-match	OK
1121368	GCF_000688415.1	Contig	below-threshold-mismatch	OK
65058	GCF_000215645.1	Complete Genome	species-match	OK
504474	GCA_000069945.1	Complete Genome	species-match	OK
1717	GCF_002843135.1	Complete Genome	species-match	OK
1121361	GCA_019633635.1	Scaffold	species-match	OK
548478	GCA_000159595.1	Scaffold	species-match	OK
44750				
53374	GCF_900105505.1	Contig	species-match	OK
1348662	GCF_000590555.1	Complete Genome	low-coverage	OK
156978	GCF_900187215.1	Complete Genome	species-match	OK
1161097				
62629				
525260	GCA_000159115.1	Scaffold	species-match	OK
38286	GCF_015351335.1	Contig	below-threshold-mismatch	OK
